sex,_agedays,_bmi_l,_bmi_m,_bmi_s,_tsf_l,_tsf_m,_tsf_s,_ssf_l,_ssf_m,_ssf_s,_armc_l,_armc_m,_armc_s,_headc_l,_headc_m,_headc_s,_wei_l,_wei_m,_wei_s,_len_l,_len_m,_len_s,_denom,_len,_wfl_l,_wfl_m,_wfl_s
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.27,-0.352100015,10.887219845,0.0826589998
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.28,-0.352100015,10.889279751,0.0826559996
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.29,-0.352100015,10.891339657,0.0826529994
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.3,-0.352100015,10.893399564,0.0826499993
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.31,-0.352100015,10.895479553,0.0826479992
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.32,-0.352100015,10.897559548,0.0826459994
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.33,-0.352100015,10.899639544,0.0826439997
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.34,-0.352100015,10.901719539,0.0826419999
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.35,-0.352100015,10.903799535,0.0826400001
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.36,-0.352100015,10.90587953,0.0826380004
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.37,-0.352100015,10.907959525,0.0826360006
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.38,-0.352100015,10.910039521,0.0826340008
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.39,-0.352100015,10.912119516,0.0826320011
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.4,-0.352100015,10.914199512,0.0826300013
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.41,-0.352100015,10.916279602,0.0826270011
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.42,-0.352100015,10.918359693,0.0826240007
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.43,-0.352100015,10.920439784,0.0826210003
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.44,-0.352100015,10.922519875,0.0826179999
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.45,-0.352100015,10.924599966,0.0826149995
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.46,-0.352100015,10.926680056,0.0826119991
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.47,-0.352100015,10.928760147,0.0826089987
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.48,-0.352100015,10.930840238,0.0826059983
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.49,-0.352100015,10.932920329,0.0826029979
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.5,-0.352100015,10.93500042,0.0825999975
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.51,-0.352100015,10.937100443,0.0825979978
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.52,-0.352100015,10.939200465,0.082595998
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.53,-0.352100015,10.941300488,0.0825939982
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.54,-0.352100015,10.943400511,0.0825919985
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.55,-0.352100015,10.945500534,0.0825899987
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.56,-0.352100015,10.947600557,0.0825879989
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.57,-0.352100015,10.94970058,0.0825859992
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.58,-0.352100015,10.951800603,0.0825839994
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.59,-0.352100015,10.953900626,0.0825819996
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.6,-0.352100015,10.956000652,0.0825799997
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.61,-0.352100015,10.958120607,0.0825769993
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.62,-0.352100015,10.960240562,0.0825739989
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.63,-0.352100015,10.962360517,0.0825709985
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.64,-0.352100015,10.964480471,0.0825679981
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.65,-0.352100015,10.966600426,0.0825649977
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.66,-0.352100015,10.968720381,0.0825619973
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.67,-0.352100015,10.970840336,0.0825589969
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.68,-0.352100015,10.972960291,0.0825559965
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.69,-0.352100015,10.975080246,0.0825529962
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.7,-0.352100015,10.977200204,0.0825499958
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.71,-0.352100015,10.979330106,0.0825469963
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.72,-0.352100015,10.981460008,0.0825439969
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.73,-0.352100015,10.983589909,0.0825409975
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.74,-0.352100015,10.985719811,0.0825379981
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.75,-0.352100015,10.987849712,0.0825349987
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.76,-0.352100015,10.989979614,0.0825319992
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.77,-0.352100015,10.992109516,0.0825289998
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.78,-0.352100015,10.994239417,0.0825260004
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.79,-0.352100015,10.996369319,0.082523001
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.8,-0.352100015,10.99849922,0.0825200016
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.81,-0.352100015,11.000639295,0.0825170012
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.82,-0.352100015,11.002779373,0.0825140008
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.83,-0.352100015,11.004919451,0.0825110004
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.84,-0.352100015,11.007059528,0.082508
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.85,-0.352100015,11.009199606,0.0825049996
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.86,-0.352100015,11.011339684,0.0825019992
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.87,-0.352100015,11.013479762,0.0824989988
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.88,-0.352100015,11.01561984,0.0824959984
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.89,-0.352100015,11.017759918,0.082492998
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.9,-0.352100015,11.019899995,0.0824899976
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.91,-0.352100015,11.022060002,0.082486998
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.92,-0.352100015,11.024220012,0.0824839983
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.93,-0.352100015,11.026380022,0.0824809987
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.94,-0.352100015,11.028540032,0.082477999
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.95,-0.352100015,11.030700042,0.0824749994
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.96,-0.352100015,11.032860052,0.0824719997
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.97,-0.352100015,11.035020062,0.0824690001
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.98,-0.352100015,11.037180072,0.0824660004
1,,,,,,,,,,,,,,,,,,,,,,,forlen,82.99,-0.352100015,11.039340082,0.0824630008
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83,-0.352100015,11.041500092,0.0824600011
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.01,-0.352100015,11.043670115,0.0824580006
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.02,-0.352100015,11.045840139,0.0824560001
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.03,-0.352100015,11.048010163,0.0824539996
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.04,-0.352100015,11.050180186,0.0824519991
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.05,-0.352100015,11.05235021,0.0824499986
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.06,-0.352100015,11.054520233,0.082447998
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.07,-0.352100015,11.056690257,0.0824459975
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.08,-0.352100015,11.058860281,0.082443997
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.09,-0.352100015,11.061030304,0.0824419965
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.1,-0.352100015,11.063200331,0.0824399958
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.11,-0.352100015,11.065390382,0.0824369962
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.12,-0.352100015,11.067580433,0.0824339965
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.13,-0.352100015,11.069770484,0.0824309969
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.14,-0.352100015,11.071960536,0.0824279972
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.15,-0.352100015,11.074150587,0.0824249976
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.16,-0.352100015,11.076340638,0.0824219979
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.17,-0.352100015,11.078530689,0.0824189983
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.18,-0.352100015,11.08072074,0.0824159986
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.19,-0.352100015,11.082910791,0.082412999
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.2,-0.352100015,11.085100845,0.0824099993
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.21,-0.352100015,11.087300647,0.0824069992
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.22,-0.352100015,11.089500449,0.082403999
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.23,-0.352100015,11.09170025,0.0824009989
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.24,-0.352100015,11.093900052,0.0823979987
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.25,-0.352100015,11.096099854,0.0823949985
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.26,-0.352100015,11.098299655,0.0823919984
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.27,-0.352100015,11.100499457,0.0823889982
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.28,-0.352100015,11.102699258,0.082385998
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.29,-0.352100015,11.10489906,0.0823829979
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.3,-0.352100015,11.107098862,0.0823799977
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.31,-0.352100015,11.109318948,0.082376998
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.32,-0.352100015,11.11153904,0.0823739984
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.33,-0.352100015,11.113759133,0.0823709987
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.34,-0.352100015,11.115979225,0.0823679991
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.35,-0.352100015,11.118199317,0.0823649994
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.36,-0.352100015,11.120419409,0.0823619998
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.37,-0.352100015,11.122639502,0.0823590001
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.38,-0.352100015,11.124859594,0.0823560005
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.39,-0.352100015,11.127079686,0.0823530008
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.4,-0.352100015,11.129299779,0.0823500012
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.41,-0.352100015,11.131529788,0.0823460011
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.42,-0.352100015,11.133759799,0.0823420008
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.43,-0.352100015,11.135989809,0.0823380005
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.44,-0.352100015,11.13821982,0.0823340002
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.45,-0.352100015,11.140449831,0.08233
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.46,-0.352100015,11.142679841,0.0823259997
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.47,-0.352100015,11.144909852,0.0823219994
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.48,-0.352100015,11.147139863,0.0823179991
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.49,-0.352100015,11.149369873,0.0823139988
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.5,-0.352100015,11.151599884,0.0823099986
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.51,-0.352100015,11.153839908,0.0823069989
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.52,-0.352100015,11.156079933,0.0823039993
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.53,-0.352100015,11.158319957,0.0823009996
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.54,-0.352100015,11.160559982,0.082298
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.55,-0.352100015,11.162800006,0.0822950003
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.56,-0.352100015,11.165040031,0.0822920007
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.57,-0.352100015,11.167280055,0.082289001
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.58,-0.352100015,11.169520079,0.0822860014
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.59,-0.352100015,11.171760104,0.0822830017
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.6,-0.352100015,11.174000131,0.0822800021
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.61,-0.352100015,11.176260183,0.0822770017
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.62,-0.352100015,11.178520235,0.0822740013
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.63,-0.352100015,11.180780287,0.0822710009
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.64,-0.352100015,11.183040339,0.0822680005
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.65,-0.352100015,11.185300391,0.0822650001
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.66,-0.352100015,11.187560443,0.0822619997
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.67,-0.352100015,11.189820494,0.0822589993
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.68,-0.352100015,11.192080546,0.0822559989
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.69,-0.352100015,11.194340598,0.0822529985
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.7,-0.352100015,11.196600653,0.0822499981
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.71,-0.352100015,11.198870545,0.0822469987
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.72,-0.352100015,11.201140438,0.0822439993
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.73,-0.352100015,11.20341033,0.0822409999
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.74,-0.352100015,11.205680223,0.0822380004
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.75,-0.352100015,11.207950115,0.082235001
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.76,-0.352100015,11.210220008,0.0822320016
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.77,-0.352100015,11.2124899,0.0822290022
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.78,-0.352100015,11.214759793,0.0822260028
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.79,-0.352100015,11.217029685,0.0822230033
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.8,-0.352100015,11.219299577,0.0822200039
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.81,-0.352100015,11.221589569,0.0822170035
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.82,-0.352100015,11.223879567,0.0822140031
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.83,-0.352100015,11.226169564,0.0822110027
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.84,-0.352100015,11.228459562,0.0822080023
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.85,-0.352100015,11.23074956,0.082205002
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.86,-0.352100015,11.233039557,0.0822020016
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.87,-0.352100015,11.235329555,0.0821990012
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.88,-0.352100015,11.237619553,0.0821960008
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.89,-0.352100015,11.239909551,0.0821930004
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.9,-0.352100015,11.242199548,0.08219
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.91,-0.352100015,11.244489546,0.0821859999
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.92,-0.352100015,11.246779544,0.0821819996
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.93,-0.352100015,11.249069541,0.0821779993
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.94,-0.352100015,11.251359539,0.082173999
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.95,-0.352100015,11.253649537,0.0821699987
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.96,-0.352100015,11.255939535,0.0821659985
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.97,-0.352100015,11.258229532,0.0821619982
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.98,-0.352100015,11.26051953,0.0821579979
1,,,,,,,,,,,,,,,,,,,,,,,forlen,83.99,-0.352100015,11.262809528,0.0821539976
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84,-0.352100015,11.265099525,0.0821499974
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.01,-0.352100015,11.267409646,0.0821469977
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.02,-0.352100015,11.269719767,0.0821439981
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.03,-0.352100015,11.272029887,0.0821409984
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.04,-0.352100015,11.274340008,0.0821379988
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.05,-0.352100015,11.276650128,0.0821349991
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.06,-0.352100015,11.278960249,0.0821319995
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.07,-0.352100015,11.281270369,0.0821289998
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.08,-0.352100015,11.28358049,0.0821260002
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.09,-0.352100015,11.28589061,0.0821230005
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.1,-0.352100015,11.288200732,0.0821200009
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.11,-0.352100015,11.290520771,0.0821170005
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.12,-0.352100015,11.29284081,0.0821140001
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.13,-0.352100015,11.295160849,0.0821109997
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.14,-0.352100015,11.297480888,0.0821079993
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.15,-0.352100015,11.299800927,0.0821049989
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.16,-0.352100015,11.302120966,0.0821019985
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.17,-0.352100015,11.304441005,0.0820989981
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.18,-0.352100015,11.306761044,0.0820959977
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.19,-0.352100015,11.309081083,0.0820929973
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.2,-0.352100015,11.311401125,0.0820899966
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.21,-0.352100015,11.313730904,0.0820859974
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.22,-0.352100015,11.316060684,0.0820819982
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.23,-0.352100015,11.318390463,0.0820779989
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.24,-0.352100015,11.320720243,0.0820739997
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.25,-0.352100015,11.323050022,0.0820700005
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.26,-0.352100015,11.325379802,0.0820660012
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.27,-0.352100015,11.327709581,0.082062002
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.28,-0.352100015,11.330039361,0.0820580028
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.29,-0.352100015,11.33236914,0.0820540036
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.3,-0.352100015,11.33469892,0.0820500043
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.31,-0.352100015,11.337038983,0.0820470036
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.32,-0.352100015,11.339379049,0.0820440032
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.33,-0.352100015,11.341719116,0.0820410028
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.34,-0.352100015,11.344059182,0.0820380024
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.35,-0.352100015,11.346399248,0.0820350021
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.36,-0.352100015,11.348739315,0.0820320017
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.37,-0.352100015,11.351079381,0.0820290013
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.38,-0.352100015,11.353419448,0.0820260009
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.39,-0.352100015,11.355759514,0.0820230005
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.4,-0.352100015,11.35809958,0.0820200001
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.41,-0.352100015,11.360459576,0.082016
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.42,-0.352100015,11.362819574,0.0820119997
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.43,-0.352100015,11.365179573,0.0820079994
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.44,-0.352100015,11.367539571,0.0820039991
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.45,-0.352100015,11.36989957,0.0819999988
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.46,-0.352100015,11.372259568,0.0819959986
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.47,-0.352100015,11.374619567,0.0819919983
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.48,-0.352100015,11.376979565,0.081987998
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.49,-0.352100015,11.379339564,0.0819839977
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.5,-0.352100015,11.381699562,0.0819799975
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.51,-0.352100015,11.384059656,0.0819769978
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.52,-0.352100015,11.38641975,0.0819739982
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.53,-0.352100015,11.388779844,0.0819709985
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.54,-0.352100015,11.391139937,0.0819679989
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.55,-0.352100015,11.393500031,0.0819649992
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.56,-0.352100015,11.395860125,0.0819619996
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.57,-0.352100015,11.398220219,0.0819589999
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.58,-0.352100015,11.400580313,0.0819560003
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.59,-0.352100015,11.402940407,0.0819530006
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.6,-0.352100015,11.405300502,0.0819500008
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.61,-0.352100015,11.407670514,0.0819460005
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.62,-0.352100015,11.410040526,0.0819420003
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.63,-0.352100015,11.412410539,0.081938
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.64,-0.352100015,11.414780551,0.0819339997
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.65,-0.352100015,11.417150563,0.0819299994
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.66,-0.352100015,11.419520575,0.0819259991
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.67,-0.352100015,11.421890587,0.0819219989
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.68,-0.352100015,11.4242606,0.0819179986
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.69,-0.352100015,11.426630612,0.0819139983
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.7,-0.352100015,11.42900063,0.0819099983
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.71,-0.352100015,11.431390487,0.0819069989
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.72,-0.352100015,11.433780345,0.0819039995
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.73,-0.352100015,11.436170202,0.0819010001
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.74,-0.352100015,11.43856006,0.0818980007
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.75,-0.352100015,11.440949917,0.0818950012
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.76,-0.352100015,11.443339774,0.0818920018
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.77,-0.352100015,11.445729632,0.0818890024
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.78,-0.352100015,11.448119489,0.081886003
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.79,-0.352100015,11.450509346,0.0818830035
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.8,-0.352100015,11.452899204,0.0818800041
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.81,-0.352100015,11.455289243,0.0818760042
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.82,-0.352100015,11.457679283,0.0818720039
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.83,-0.352100015,11.460069322,0.0818680036
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.84,-0.352100015,11.462459362,0.0818640033
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.85,-0.352100015,11.464849402,0.081860003
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.86,-0.352100015,11.467239442,0.0818560028
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.87,-0.352100015,11.469629481,0.0818520025
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.88,-0.352100015,11.472019521,0.0818480022
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.89,-0.352100015,11.474409561,0.0818440019
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.9,-0.352100015,11.4767996,0.0818400017
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.91,-0.352100015,11.47918964,0.0818370011
1,,,,,,,,,,,,,,,,,,,,,,,forlen,84.92,-0.352100015,11.48157968,0.0818340007
