sex,_agedays,_bmi_l,_bmi_m,_bmi_s,_tsf_l,_tsf_m,_tsf_s,_ssf_l,_ssf_m,_ssf_s,_armc_l,_armc_m,_armc_s,_headc_l,_headc_m,_headc_s,_wei_l,_wei_m,_wei_s,_len_l,_len_m,_len_s,_denom,_len,_wfl_l,_wfl_m,_wfl_s
1,442,-0.475400001,16.494600296,0.0794600025,-0.126399994,7.8668999672,0.1958499998,-0.516499996,6.2754001617,0.176850006,0.0781999975,14.722599983,0.0770099983,1,46.702598572,0.0279099997,0.0447999984,10.208200455,0.1099200025,1,78.625396729,0.0318600014,forage,,,,
1,443,-0.476099998,16.49090004,0.0794499964,-0.126599997,7.8645000458,0.1958699971,-0.51700002,6.2733998299,0.1768600047,0.0776000023,14.723600388,0.0770099983,1,46.70980072,0.0279200003,0.0445000008,10.215299606,0.1099300012,1,78.661399841,0.0318600014,forage,,,,
1,444,-0.476900011,16.487100601,0.0794399977,-0.126900002,7.8621997833,0.1958899945,-0.517499983,6.2713999748,0.176880002,0.0769999996,14.724699974,0.0770099983,1,46.717098236,0.0279200003,0.0443000011,10.222399712,0.1099399999,1,78.697303772,0.0318700001,forage,,,,
1,445,-0.477699995,16.483400345,0.079429999,-0.127100006,7.8598999977,0.1959100068,-0.518000007,6.2694001198,0.1768900007,0.0763999969,14.725700378,0.0770099983,1,46.724300385,0.0279200003,0.0441000015,10.229399681,0.1099499986,1,78.733200073,0.0318799987,forage,,,,
1,446,-0.478399992,16.479700089,0.079429999,-0.127299994,7.8576002121,0.1959300041,-0.51849997,6.2673997879,0.1769099981,0.0759000033,14.726799965,0.0770099983,1,46.731399536,0.0279200003,0.0438000001,10.236499786,0.1099599972,1,78.769096375,0.0318900011,forage,,,,
1,447,-0.479200006,16.475999832,0.0794200003,-0.127599999,7.8552999496,0.1959400028,-0.518999994,6.2653999329,0.1769199967,0.0753000006,14.727800369,0.0770199969,1,46.738601685,0.0279200003,0.0436000004,10.243499756,0.1099700034,1,78.804901123,0.0318900011,forage,,,,
1,448,-0.479900002,16.472299576,0.0794100016,-0.127800003,7.853099823,0.1959600002,-0.519400001,6.2635002136,0.1769399941,0.0746999979,14.728899956,0.0770199969,1,46.745700836,0.0279200003,0.0432999991,10.250599861,0.109980002,1,78.840698242,0.0318999998,forage,,,,
1,449,-0.480699986,16.468599319,0.079400003,-0.128000006,7.8508000374,0.1959799975,-0.519900024,6.2614998817,0.1769499928,0.0741000026,14.729999542,0.0770199969,1,46.75289917,0.0279200003,0.0430999994,10.257599831,0.1099900007,1,78.876403809,0.0319099985,forage,,,,
1,450,-0.481400013,16.464899063,0.079400003,-0.128199995,7.8485999107,0.1959999949,-0.520399988,6.2595000267,0.176970005,0.0734999999,14.730999947,0.0770199969,1,46.759998322,0.0279200003,0.0428999998,10.264699936,0.1099999994,1,78.912200928,0.0319200009,forage,,,,
1,451,-0.482199997,16.461200714,0.0793899968,-0.1285,7.8463997841,0.1960200071,-0.520900011,6.2575998306,0.1769800037,0.0729999989,14.732099533,0.0770199969,1,46.766998291,0.0279200003,0.0425999984,10.271699905,0.1100099981,1,78.947898865,0.0319200009,forage,,,,
1,452,-0.482899994,16.45759964,0.0793799981,-0.128700003,7.8442001343,0.1960300058,-0.521399975,6.2555999756,0.1770000011,0.0724000037,14.733099937,0.0770199969,1,46.774101257,0.0279200003,0.0423999988,10.278800011,0.1100199968,1,78.98349762,0.0319299996,forage,,,,
1,453,-0.483700007,16.453899384,0.0793699995,-0.128900006,7.8421001434,0.1960500032,-0.521899998,6.2536997795,0.1770099998,0.071800001,14.734199524,0.0770199969,1,46.781101227,0.0279200003,0.0421999991,10.28579998,0.1100300029,1,79.019096375,0.0319399983,forage,,,,
1,454,-0.484400004,16.450199127,0.0793699995,-0.129199997,7.8399000168,0.1960700005,-0.522400022,6.2518000603,0.1770299971,0.0711999983,14.735300064,0.0770300031,1,46.788101196,0.0279200003,0.0419000015,10.29279995,0.1100500003,1,79.054702759,0.0319500007,forage,,,,
1,455,-0.485199988,16.44659996,0.0793600008,-0.1294,7.8378000259,0.1960899979,-0.522800028,6.2498002052,0.1770499945,0.070600003,14.736399651,0.0770300031,1,46.795101166,0.0279200003,0.0417000018,10.299799919,0.1100599989,1,79.090301514,0.0319599994,forage,,,,
1,456,-0.485900015,16.442899704,0.0793500021,-0.129600003,7.8357000351,0.1961099952,-0.523299992,6.2479000092,0.1770599931,0.070100002,14.737400055,0.0770300031,1,46.802101135,0.0279200003,0.0414000005,10.306900024,0.1100699976,1,79.125801086,0.0319599994,forage,,,,
1,457,-0.486699998,16.439300537,0.0793400034,-0.129800007,7.8336000443,0.1961199939,-0.523800015,6.2459998131,0.1770800054,0.0694999993,14.738499641,0.0770300031,1,46.808998108,0.0279200003,0.0412000008,10.313899994,0.1100799963,1,79.161300659,0.0319700018,forage,,,,
1,458,-0.487399995,16.435699463,0.0793400034,-0.130099997,7.8315000534,0.1961400062,-0.524299979,6.2441000938,0.1770900041,0.0688999966,14.739600182,0.0770300031,1,46.816001892,0.0279200003,0.0410000011,10.320899963,0.1100900024,1,79.196800232,0.0319800004,forage,,,,
1,459,-0.488099992,16.431999207,0.0793299973,-0.1303,7.8294000626,0.1961600035,-0.524800003,6.2421998978,0.1771100014,0.0683000013,14.740699768,0.0770300031,1,46.822898865,0.0279300008,0.0406999998,10.327899933,0.1101000011,1,79.232200623,0.0319899991,forage,,,,
1,460,-0.488900006,16.42840004,0.0793199986,-0.130500004,7.8274002075,0.1961800009,-0.525300026,6.2403001785,0.1771200001,0.0678000003,14.741800308,0.0770300031,1,46.829799652,0.0279300008,0.0405000001,10.334899902,0.1101099998,1,79.267601013,0.0320000015,forage,,,,
1,461,-0.489600003,16.424800873,0.0793099999,-0.130799994,7.8253998756,0.1961999983,-0.525699973,6.2383999825,0.1771399975,0.0671999976,14.742899895,0.0770300031,1,46.836601257,0.0279300008,0.0403000005,10.341899872,0.1101199985,1,79.303001404,0.0320000015,forage,,,,
1,462,-0.4903,16.421199799,0.0793099999,-0.130999997,7.8232998848,0.1962099969,-0.526199996,6.2365999222,0.1771499962,0.0666000023,14.743900299,0.0770400017,1,46.84349823,0.0279300008,0.0399999991,10.348899841,0.1101299971,1,79.338302612,0.0320100002,forage,,,,
1,463,-0.491100013,16.417600632,0.0793000013,-0.131200001,7.8213000298,0.1962299943,-0.52670002,6.2347002029,0.1771699935,0.0661000013,14.744999886,0.0770400017,1,46.850299835,0.0279300008,0.0397999994,10.355899811,0.1101400033,1,79.373596191,0.0320199989,forage,,,,
1,464,-0.49180001,16.413999557,0.0792900026,-0.131400004,7.8193998337,0.1962500066,-0.527199984,6.2329001427,0.1771800071,0.0654999986,14.746100426,0.0770400017,1,46.85710144,0.0279300008,0.0395999998,10.36289978,0.1101500019,1,79.4088974,0.0320300013,forage,,,,
1,465,-0.492500007,16.410400391,0.0792900026,-0.131699994,7.8173999786,0.1962700039,-0.527700007,6.2309999466,0.1772000045,0.0649000034,14.747200012,0.0770400017,1,46.863899231,0.0279300008,0.0392999984,10.36989975,0.1101600006,1,79.444099426,0.03204,forage,,,,
1,466,-0.493299991,16.406900406,0.0792799965,-0.131899998,7.8154001236,0.1962900013,-0.528100014,6.2291998863,0.1772100031,0.0644000024,14.748299599,0.0770400017,1,46.870700836,0.0279300008,0.0390999988,10.376899719,0.1101699993,1,79.479301453,0.03204,forage,,,,
1,467,-0.493999988,16.403299332,0.0792699978,-0.132100001,7.8134999275,0.1963099986,-0.528599977,6.2273001671,0.1772300005,0.0637999997,14.749500275,0.0770400017,1,46.877498627,0.0279300008,0.0388999991,10.383899689,0.1101899967,1,79.514503479,0.0320499986,forage,,,,
1,468,-0.494700015,16.399700165,0.0792599991,-0.132300004,7.8116002083,0.1963199973,-0.529100001,6.2255001068,0.1772399992,0.0631999969,14.750599861,0.0770400017,1,46.88420105,0.0279300008,0.0386000015,10.390800476,0.1102000028,1,79.549598694,0.032060001,forage,,,,
1,469,-0.495400012,16.39620018,0.0792599991,-0.132499993,7.8097000122,0.1963399947,-0.529600024,6.2237000465,0.1772599965,0.0627000034,14.751700401,0.0770400017,1,46.890899658,0.0279300008,0.0384000018,10.397800446,0.1102100015,1,79.584701538,0.0320699997,forage,,,,
1,470,-0.496199995,16.392599106,0.0792500004,-0.132799998,7.8077998161,0.1963600069,-0.530099988,6.2218999863,0.1772699952,0.0621000007,14.752799988,0.0770500004,1,46.897598267,0.0279300008,0.0381999984,10.404800415,0.1102200001,1,79.619796753,0.0320799984,forage,,,,
1,471,-0.496899992,16.389099121,0.0792400017,-0.133000001,7.8059000969,0.1963800043,-0.530499995,6.220099926,0.1772899926,0.0615000017,14.753899574,0.0770500004,1,46.90430069,0.0279300008,0.0379000008,10.411800385,0.1102299988,1,79.654800415,0.0320900008,forage,,,,
1,472,-0.497599989,16.385599136,0.0792400017,-0.133200005,7.8041000366,0.1964000016,-0.531000018,6.2182998657,0.1773000062,0.0610000007,14.755000114,0.0770500004,1,46.910999298,0.0279300008,0.0377000012,10.418700218,0.1102399975,1,79.689796448,0.0320900008,forage,,,,
1,473,-0.498299986,16.382099152,0.0792300031,-0.133399993,7.8021998405,0.196419999,-0.531499982,6.2164998055,0.1773100048,0.0604000017,14.756199837,0.0770500004,1,46.917598724,0.0279399995,0.0375000015,10.425700188,0.1102500036,1,79.72480011,0.0320999995,forage,,,,
1,474,-0.499000013,16.378499985,0.0792199969,-0.133699998,7.8003997803,0.1964399964,-0.532000005,6.214700222,0.1773300022,0.059799999,14.757300377,0.0770500004,1,46.924198151,0.0279399995,0.0373000018,10.432600021,0.1102600023,1,79.759803772,0.0321099982,forage,,,,
1,475,-0.49970001,16.375,0.0792099983,-0.133900002,7.7986001968,0.196449995,-0.532400012,6.2129001617,0.1773400009,0.0593000017,14.758399963,0.0770500004,1,46.930801392,0.0279399995,0.0370000005,10.439599991,0.110270001,1,79.794700623,0.0321200006,forage,,,,
1,476,-0.500500023,16.371500015,0.0792099983,-0.134100005,7.7968001366,0.1964700073,-0.532899976,6.2111001015,0.1773599982,0.058699999,14.759599686,0.0770500004,1,46.937400818,0.0279399995,0.0368000008,10.446499825,0.1102899984,1,79.829597473,0.0321299993,forage,,,,
1,477,-0.50120002,16.368000031,0.0791999996,-0.134299994,7.7950000763,0.1964900047,-0.533399999,6.209400177,0.1773699969,0.0582000017,14.760700226,0.0770500004,1,46.944000244,0.0279399995,0.0366000012,10.453499794,0.110299997,1,79.864402771,0.0321400017,forage,,,,
1,478,-0.501900017,16.364599228,0.0791900009,-0.134499997,7.7933001518,0.196510002,-0.533900023,6.2076001167,0.1773899943,0.057599999,14.761799812,0.0770599991,1,46.950500488,0.0279399995,0.0362999998,10.460399628,0.1103100032,1,79.899299622,0.0321400017,forage,,,,
1,479,-0.502600014,16.361099243,0.0791900009,-0.134800002,7.7915000916,0.1965299994,-0.534399986,6.2059001923,0.1773999929,0.0571000017,14.762999535,0.0770599991,1,46.957099915,0.0279399995,0.0361000001,10.467399597,0.1103200018,1,79.93409729,0.0321500003,forage,,,,
1,480,-0.503300011,16.357599258,0.0791800022,-0.135000005,7.7898001671,0.1965499967,-0.534799993,6.204100132,0.1774200052,0.056499999,14.764100075,0.0770599991,1,46.963600159,0.0279399995,0.0359000005,10.474300385,0.1103300005,1,79.968803406,0.032159999,forage,,,,
1,481,-0.504000008,16.354099274,0.0791700035,-0.135199994,7.7880997658,0.1965699941,-0.535300016,6.2024002075,0.1774300039,0.0559,14.765299797,0.0770599991,1,46.970100403,0.0279399995,0.0357000008,10.481300354,0.1103399992,1,80.003601074,0.0321700014,forage,,,,
1,482,-0.504700005,16.350700378,0.0791599974,-0.135399997,7.7863998413,0.1965900064,-0.53579998,6.2006001472,0.1774500012,0.055399999,14.766400337,0.0770599991,1,46.976600647,0.0279399995,0.0353999995,10.488200188,0.1103499979,1,80.038299561,0.0321800001,forage,,,,
1,483,-0.505400002,16.347200394,0.0791599974,-0.135600001,7.7846999168,0.1966100037,-0.536199987,6.1989002228,0.1774599999,0.0548,14.76760006,0.0770599991,1,46.983100891,0.0279399995,0.0351999998,10.495100021,0.1103700027,1,80.072898865,0.0321899988,forage,,,,
1,484,-0.506099999,16.343799591,0.0791499987,-0.135900006,7.7829999924,0.1966200024,-0.53670001,6.1971998215,0.1774799973,0.054299999,14.768799782,0.0770599991,1,46.989498138,0.0279399995,0.0350000001,10.501999855,0.1103800014,1,80.107597351,0.0322000012,forage,,,,
1,485,-0.506799996,16.340400696,0.07914,-0.136099994,7.7814002037,0.1966399997,-0.537199974,6.195499897,0.177489996,0.0537,14.769900322,0.0770599991,1,46.995998383,0.0279399995,0.0346999988,10.508999825,0.11039,1,80.142196655,0.0322000012,forage,,,,
1,486,-0.507499993,16.336900711,0.07914,-0.136299998,7.7796998024,0.1966599971,-0.537699997,6.1937999725,0.1775099933,0.053199999,14.771100044,0.0770699978,1,47.002399445,0.02795,0.0344999991,10.515899658,0.1103999987,1,80.176803589,0.0322099999,forage,,,,
1,487,-0.50819999,16.333499908,0.0791300014,-0.136500001,7.7781000137,0.1966799945,-0.538100004,6.1921000481,0.1775200069,0.0526000001,14.772299767,0.0770699978,1,47.008800507,0.02795,0.0342999995,10.522800446,0.1104099974,1,80.211303711,0.0322199985,forage,,,,
1,488,-0.508899987,16.330099106,0.0791200027,-0.136700004,7.7765002251,0.1967000067,-0.538600028,6.1904001236,0.1775400043,0.052099999,14.773400307,0.0770699978,1,47.015201569,0.02795,0.0340999998,10.529700279,0.1104200035,1,80.245903015,0.0322300009,forage,,,,
1,489,-0.509599984,16.326700211,0.0791200027,-0.136899993,7.7748999596,0.1967200041,-0.539099991,6.1887001991,0.1775500029,0.0515000001,14.774600029,0.0770699978,1,47.021499634,0.02795,0.0337999985,10.536600113,0.1104400009,1,80.280403137,0.0322399996,forage,,,,
1,490,-0.510299981,16.323299408,0.0791099966,-0.137199998,7.7733001709,0.1967400014,-0.539600015,6.1870999336,0.1775700003,0.050999999,14.775799751,0.0770699978,1,47.027900696,0.02795,0.0335999988,10.543499947,0.1104499996,1,80.314796448,0.0322499983,forage,,,,
1,491,-0.510999978,16.319900513,0.0790999979,-0.137400001,7.7716999054,0.1967599988,-0.540000021,6.1854000092,0.177579999,0.0504000001,14.777000427,0.0770699978,1,47.034198761,0.02795,0.0333999991,10.550499916,0.1104599983,1,80.34929657,0.0322600007,forage,,,,
1,492,-0.511699975,16.31649971,0.0790899992,-0.137600005,7.7701997757,0.1967799962,-0.540499985,6.1837000847,0.1775999963,0.0498999991,14.77820015,0.0770699978,1,47.040500641,0.02795,0.0331999995,10.55739975,0.1104699969,1,80.38369751,0.0322600007,forage,,,,
1,493,-0.512399971,16.313100815,0.0790899992,-0.137799993,7.768599987,0.1967999935,-0.541000009,6.1820998192,0.177609995,0.0493000001,14.779399872,0.0770699978,1,47.046798706,0.02795,0.0329000019,10.564299583,0.1104800031,1,80.41809845,0.0322699994,forage,,,,
1,494,-0.513100028,16.309799194,0.0790800005,-0.137999997,7.7670998573,0.1968200058,-0.541400015,6.1803998947,0.1776300073,0.0487999991,14.780500412,0.0770699978,1,47.053100586,0.02795,0.0326999985,10.571200371,0.1105000004,1,80.452400208,0.0322800018,forage,,,,
1,495,-0.513800025,16.306400299,0.0790700018,-0.1382,7.7656002045,0.1968400031,-0.541899979,6.178800106,0.1776400059,0.0482000001,14.781700134,0.0770799965,1,47.059398651,0.02795,0.0324999988,10.578000069,0.1105099991,1,80.486701965,0.0322900005,forage,,,,
1,496,-0.514400005,16.303100586,0.0790700018,-0.138500005,7.7641000748,0.1968600005,-0.542400002,6.1771001816,0.1776500046,0.0476999991,14.782899857,0.0770799965,1,47.065700531,0.02795,0.0322999991,10.584899902,0.1105199978,1,80.521003723,0.0322999991,forage,,,,
1,497,-0.515100002,16.299699783,0.0790600032,-0.138699993,7.7625999451,0.1968799978,-0.542900026,6.1754999161,0.177670002,0.0471000001,14.784199715,0.0770799965,1,47.071899414,0.02795,0.0320000015,10.591799736,0.1105299965,1,80.555297852,0.0323100016,forage,,,,
1,498,-0.515799999,16.29640007,0.079049997,-0.138899997,7.7610998154,0.1968999952,-0.543299973,6.1739001274,0.1776800007,0.0465999991,14.785400391,0.0770799965,1,47.078098297,0.02795,0.0318000019,10.59869957,0.1105400026,1,80.589500427,0.0323200002,forage,,,,
1,499,-0.516499996,16.292999268,0.079049997,-0.1391,7.7596998215,0.1969099939,-0.543799996,6.1722998619,0.177699998,0.0461000018,14.786600113,0.0770799965,1,47.084300995,0.0279600006,0.0315999985,10.605600357,0.1105599999,1,80.623703003,0.0323299989,forage,,,,
1,500,-0.517199993,16.289699554,0.0790399984,-0.139300004,7.7582001686,0.1969300061,-0.54430002,6.1705999374,0.1777099967,0.0454999991,14.787799835,0.0770799965,1,47.090499878,0.0279600006,0.0313999988,10.612500191,0.1105699986,1,80.657798767,0.0323400013,forage,,,,
1,501,-0.51789999,16.286399841,0.0790299997,-0.139500007,7.7568001747,0.1969500035,-0.544700027,6.1690001488,0.1777299941,0.0450000018,14.788999557,0.0770799965,1,47.096698761,0.0279600006,0.0311999992,10.619299889,0.1105799973,1,80.692001343,0.0323400013,forage,,,,
1,502,-0.51849997,16.283100128,0.0790299997,-0.139699996,7.7554001808,0.1969700009,-0.54519999,6.1673998833,0.1777399927,0.0443999991,14.790200233,0.0770799965,1,47.102901459,0.0279600006,0.0308999997,10.626199722,0.1105900034,1,80.726097107,0.03235,forage,,,,
1,503,-0.519200027,16.279800415,0.079020001,-0.139899999,7.7540001869,0.1969899982,-0.545700014,6.1658000946,0.177760005,0.0439000018,14.791399956,0.0770799965,1,47.10900116,0.0279600006,0.0307,10.633099556,0.1106000021,1,80.7602005,0.0323599987,forage,,,,
1,504,-0.519900024,16.276500702,0.0790100023,-0.140200004,7.752600193,0.1970099956,-0.54610002,6.1642999649,0.1777700037,0.0434000008,14.792699814,0.0770900026,1,47.115200043,0.0279600006,0.0305000003,10.639900208,0.1106199995,1,80.794197083,0.0323700011,forage,,,,
1,505,-0.520600021,16.273199081,0.0790100023,-0.140400007,7.7512001991,0.1970299929,-0.546599984,6.1627001762,0.177790001,0.0428000018,14.793899536,0.0770900026,1,47.121299744,0.0279600006,0.0303000007,10.646800041,0.1106299981,1,80.828201294,0.0323799998,forage,,,,
1,506,-0.521200001,16.269899368,0.0790000036,-0.140599996,7.7498002052,0.1970500052,-0.547100008,6.1610999107,0.1777999997,0.0423000008,14.795100212,0.0770900026,1,47.127399445,0.0279600006,0.0299999993,10.653699875,0.1106399968,1,80.862197876,0.0323899984,forage,,,,
1,507,-0.521899998,16.266599655,0.0789899975,-0.140799999,7.7484998703,0.1970700026,-0.547500014,6.1595001221,0.1778099984,0.0417000018,14.79640007,0.0770900026,1,47.133499146,0.0279600006,0.0297999997,10.660499573,0.110650003,1,80.896102905,0.0324000008,forage,,,,
1,508,-0.522599995,16.263399124,0.0789899975,-0.141000003,7.7470998764,0.1970899999,-0.547999978,6.1579999924,0.1778299958,0.0412000008,14.797599792,0.0770900026,1,47.139598846,0.0279600006,0.0296,10.66740036,0.1106700003,1,80.930099487,0.0324099995,forage,,,,
1,509,-0.523299992,16.260099411,0.0789799988,-0.141200006,7.7458000183,0.1971099973,-0.548500001,6.1564002037,0.1778399944,0.0406999998,14.798899651,0.0770900026,1,47.145599365,0.0279600006,0.0294000003,10.674200058,0.110679999,1,80.963996887,0.0324199982,forage,,,,
1,510,-0.523899972,16.256799698,0.0789700001,-0.141399994,7.7445001602,0.1971299946,-0.548900008,6.154900074,0.1778600067,0.0401000008,14.800100327,0.0770900026,1,47.151699066,0.0279600006,0.0292000007,10.681099892,0.1106899977,1,80.997802734,0.0324300006,forage,,,,
1,511,-0.524600029,16.253599167,0.0789700001,-0.141599998,7.7431998253,0.1971500069,-0.549399972,6.1532998085,0.1778700054,0.0395999998,14.801300049,0.0770900026,1,47.157699585,0.0279699992,0.0288999993,10.68789959,0.1106999964,1,81.031700134,0.0324399993,forage,,,,
1,512,-0.525300026,16.250400543,0.0789600015,-0.141800001,7.7418999672,0.1971700042,-0.549899995,6.1518001556,0.1778900027,0.0390999988,14.802599907,0.0770900026,1,47.163700104,0.0279699992,0.0286999997,10.694800377,0.1107200012,1,81.065498352,0.0324500017,forage,,,,
1,513,-0.525900006,16.24710083,0.0789500028,-0.142100006,7.7406001091,0.1971900016,-0.550300002,6.1501998901,0.1779000014,0.0384999998,14.803899765,0.0771000013,1,47.169700623,0.0279699992,0.0285,10.701600075,0.1107299998,1,81.099197388,0.0324500017,forage,,,,
1,514,-0.526600003,16.243900299,0.0789500028,-0.142299995,7.7392997742,0.197209999,-0.550800025,6.1487002373,0.1779199988,0.0379999988,14.805100441,0.0771000013,1,47.175701141,0.0279699992,0.0283000004,10.708399773,0.1107399985,1,81.133003235,0.0324600004,forage,,,,
1,515,-0.5273,16.240699768,0.0789399967,-0.142499998,7.7381000519,0.1972299963,-0.551199973,6.1472001076,0.1779299974,0.0375000015,14.806400299,0.0771000013,1,47.18170166,0.0279699992,0.0281000007,10.715299606,0.1107499972,1,81.166702271,0.032469999,forage,,,,
1,516,-0.527899981,16.237499237,0.078929998,-0.142700002,7.7368998528,0.1972499937,-0.551699996,6.1456999779,0.1779499948,0.0368999988,14.807600021,0.0771000013,1,47.187698364,0.0279699992,0.0278999992,10.722100258,0.110770002,1,81.200401306,0.0324800014,forage,,,,
1,517,-0.528599977,16.234300613,0.078929998,-0.142900005,7.7355999947,0.1972700059,-0.552200019,6.1441998482,0.1779599935,0.0364000015,14.808899879,0.0771000013,1,47.193599701,0.0279699992,0.0275999997,10.728899956,0.1107800007,1,81.23400116,0.0324900001,forage,,,,
1,518,-0.529200017,16.231100082,0.0789199993,-0.143099993,7.7343997955,0.197300002,-0.552600026,6.1427001953,0.1779700071,0.0359000005,14.810199738,0.0771000013,1,47.199501038,0.0279699992,0.0274,10.735699654,0.1107899994,1,81.267700195,0.0324999988,forage,,,,
1,519,-0.529900014,16.227899551,0.0789100006,-0.143299997,7.7332000732,0.1973199993,-0.55309999,6.1412000656,0.1779900044,0.0353000015,14.811499596,0.0771000013,1,47.205501556,0.0279699992,0.0272000004,10.742600441,0.1108099967,1,81.301300049,0.0325100012,forage,,,,
1,520,-0.530600011,16.224700928,0.0789100006,-0.1435,7.7319998741,0.1973399967,-0.553600013,6.1396999359,0.1780000031,0.0348000005,14.812700272,0.0771000013,1,47.211399078,0.0279699992,0.0270000007,10.749400139,0.1108200029,1,81.33480072,0.0325199999,forage,,,,
1,521,-0.531199992,16.221500397,0.0789000019,-0.143700004,7.7308998108,0.1973599941,-0.55400002,6.1381998062,0.1780200005,0.0342999995,14.81400013,0.0771000013,1,47.217300415,0.0279699992,0.0267999992,10.756199837,0.1108300015,1,81.368400574,0.0325299986,forage,,,,
1,522,-0.531899989,16.218399048,0.0788900033,-0.143900007,7.7297000885,0.1973800063,-0.554499984,6.1367001534,0.1780299991,0.0337999985,14.815299988,0.07711,1,47.223201752,0.0279699992,0.0265999995,10.762999535,0.1108400002,1,81.401901245,0.032540001,forage,,,,
1,523,-0.532500029,16.215200424,0.0788900033,-0.144099995,7.7284998894,0.1974000037,-0.554899991,6.1352000237,0.1780499965,0.0331999995,14.816599846,0.07711,1,47.229000092,0.0279799998,0.0263,10.769800186,0.1108599976,1,81.435302734,0.0325499997,forage,,,,
1,524,-0.533200026,16.212099075,0.0788799971,-0.144299999,7.727399826,0.197420001,-0.555400014,6.1338000298,0.1780599952,0.0326999985,14.817899704,0.07711,1,47.234901428,0.0279799998,0.0261000004,10.776599884,0.1108700037,1,81.468803406,0.0325599983,forage,,,,
1,525,-0.533800006,16.208900452,0.0788699985,-0.144600004,7.7262997627,0.1974399984,-0.555899978,6.1322999001,0.1780699939,0.0322000012,14.819199562,0.07711,1,47.240699768,0.0279799998,0.0259000007,10.783499718,0.1108800024,1,81.502197266,0.0325700007,forage,,,,
1,526,-0.534500003,16.205799103,0.0788699985,-0.144800007,7.7251000404,0.1974599957,-0.556299984,6.1307997704,0.1780900061,0.0317000002,14.820500374,0.07711,1,47.246601105,0.0279799998,0.0256999992,10.790300369,0.1108999997,1,81.535598755,0.0325799994,forage,,,,
1,527,-0.535099983,16.202699661,0.0788599998,-0.144999996,7.7239999771,0.1974799931,-0.556800008,6.1293997765,0.1781000048,0.0310999993,14.821800232,0.07711,1,47.252399445,0.0279799998,0.0254999995,10.797100067,0.1109099984,1,81.569000244,0.0325900018,forage,,,,
1,528,-0.53579998,16.19960022,0.0788500011,-0.145199999,7.7228999138,0.1975000054,-0.557200015,6.1279001236,0.1781200022,0.0306000002,14.82310009,0.07711,1,47.258201599,0.0279799998,0.0252999999,10.803899765,0.1109199971,1,81.602302551,0.0326000005,forage,,,,
1,529,-0.53640002,16.196399689,0.0788500011,-0.145400003,7.7218999863,0.1975200027,-0.557699978,6.1265001297,0.1781300008,0.0300999992,14.824399948,0.07711,1,47.263999939,0.0279799998,0.0250000004,10.810700417,0.1109400019,1,81.635597229,0.0326099992,forage,,,,
1,530,-0.537100017,16.193300247,0.0788400024,-0.145600006,7.7207999229,0.1975400001,-0.558200002,6.1251001358,0.1781499982,0.0296,14.825699806,0.07711,1,47.269798279,0.0279799998,0.0248000007,10.817399979,0.1109500006,1,81.668899536,0.0326099992,forage,,,,
1,531,-0.537699997,16.190200806,0.0788299963,-0.145799994,7.7196998596,0.1975599974,-0.558600008,6.1236000061,0.1781599969,0.0291000009,14.826999664,0.07711,1,47.275501251,0.0279799998,0.0245999992,10.824199677,0.1109599993,1,81.702102661,0.0326200016,forage,,,,
1,532,-0.538299978,16.187200546,0.0788299963,-0.145999998,7.7186999321,0.1975899935,-0.559099972,6.1222000122,0.1781699955,0.0285,14.828300476,0.0771199986,1,47.281299591,0.0279799998,0.0243999995,10.831000328,0.1109799966,1,81.735298157,0.0326300003,forage,,,,
1,533,-0.538999975,16.184099197,0.0788199976,-0.146200001,7.7177000046,0.1976100057,-0.559499979,6.1208000183,0.1781899929,0.0280000009,14.829600334,0.0771199986,1,47.286998749,0.0279799998,0.0241999999,10.837800026,0.1109900028,1,81.768501282,0.0326399989,forage,,,,
1,534,-0.539600015,16.180999756,0.0788099989,-0.146400005,7.7165999413,0.1976300031,-0.560000002,6.1194000244,0.1782000065,0.0274999999,14.830900192,0.0771199986,1,47.292800903,0.0279900003,0.0240000002,10.844599724,0.1110000014,1,81.801696777,0.0326500013,forage,,,,
1,535,-0.540300012,16.177900314,0.0788099989,-0.146599993,7.7156000137,0.1976500005,-0.560500026,6.1180000305,0.1782200038,0.0270000007,14.832300186,0.0771199986,1,47.298500061,0.0279900003,0.0238000005,10.851400375,0.1110199988,1,81.83480072,0.03266,forage,,,,
1,536,-0.540899992,16.174900055,0.0788000003,-0.146799996,7.7146000862,0.1976699978,-0.560899973,6.1166000366,0.1782300025,0.0264999997,14.833600044,0.0771199986,1,47.304199219,0.0279900003,0.0236000009,10.858200073,0.1110299975,1,81.867897034,0.0326699987,forage,,,,
1,537,-0.541499972,16.171800613,0.0788000003,-0.147,7.7136001587,0.1976899952,-0.561399996,6.1152000427,0.1782499999,0.0259000007,14.834899902,0.0771199986,1,47.309898376,0.0279900003,0.0232999995,10.864899635,0.1110400036,1,81.900901794,0.0326800011,forage,,,,
1,538,-0.542200029,16.168800354,0.0787900016,-0.147200003,7.7126998901,0.1977100074,-0.561800003,6.1138000488,0.1782599986,0.0253999997,14.83619976,0.0771199986,1,47.315601349,0.0279900003,0.0230999999,10.871700287,0.111060001,1,81.933998108,0.0326899998,forage,,,,
